Ticket id,Interaction id,Interaction date,Mailbox,Ticket Summary,Interaction content,Innso TYPOLOGY_TICKET ,Type 1,Type 2,Type 3,Type 4,,
22926,64180,44805.35556,support.es1@aspiegel.com,RE : Puntos Huawei,"Estimado cliente, Gracias por contactar con Aspiegel. Esperamos que le vaya bien. Este correo electrónico se refiere a su preocupación por los puntos Huawei. Paso 1: Por favor, verifique si ha pulsado el botón ""Aceptar"" durante el proceso de pago (lo que significa que acepta recibir el cashback en Puntos HUAWEI) Estos fueron los pasos que tuviste que seguir para aceptar recibir la devolución de Puntos HUAWEI: 1. Después de seleccionar el artículo que desea comprar, seleccione un método de pago. - Los métodos de pago que recompensarán al usuario con cashback tendrán una frase en color naranja que menciona ""Recompensa en Puntos H."". 2. Cuando su pago se haya completado y haya sido exitoso, toque en ""Aceptar"" para aceptar su participación en la campaña. 3. Después de aceptar, pulse sobre ""Hecho"" para aceptar el cashback de la campaña. 4. Puede encontrar sus Puntos HUAWEI (después de seguir los pasos 1 a 3 anteriores) en los Ajustes del teléfono > Centro de cuentas > Puntos HUAWEI > Reclamación. Sus puntos deberían encontrarse en la pestaña Reclamado. Paso 2: Si ha pulsado el botón ""Aceptar"", envíenos los siguientes datos: 1. Su país de servicio. 2. La fecha en que realizó la(s) compra(s) 3. Envíenos las siguientes 3 capturas de pantalla de la página de puntos: una captura de pantalla de los puntos no reclamados  una captura de pantalla de los puntos reclamados  y una captura de pantalla de los puntos caducados. Nota: para encontrar estas páginas, vaya a: Ajustes del teléfono > Centro de cuentas > Puntos HUAWEI > Reclamación. 4. Indique el nombre de la campaña en la que participó. 5. Indique cuántos Puntos HUAWEI debía recibir. Si tiene alguna otra pregunta, no dude en responder a este hilo de correo electrónico y estaremos encantados de aclararle sus dudas. Atentamente, *****(PER) al Cliente Aspiegel SE es una sociedad constituida en virtud de la legislación de *****(LOC) con su sede en *****(LOC), *****(LOC). Aspiegel SE es el proveedor de servicios móviles de Huawei a los propietarios de dispositivos de Huawei y Honor en *****(LOC), *****(LOC), *****(LOC), *****(LOC) y otros países. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 20:58 To : xxxxx@xxxx.com Subject : Puntos Huawei Buenas tardes. He realizado una compra, igual que en días pasados, comprobando que sigue la promoción del 20% de puntos Huawei, pero no me ha dado la opción de obtenerlos, ni me aparecen para reclamarlos. Adjunto ticket de la compra Gracias y un saludo",AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,
22926,64224,44805.40208,support.es1@aspiegel.com,Re: RE : Puntos Huawei,"Buenos días. El problema era justo ese. En mis compras anteriores, siempre me aparecía el botón de ""obtener puntos"" y esta vez, solo lo que se puede ver en la imagen adjunta. No me dio opción de aceptar y obtener, pero para llegar a ese paso ya estaba realizada la compra. Pensaba que entrando en la aplicación podría obtener los puntos no reclamados, pero no me aparecen. Ver también siguiente imagen adjunta, en la que incluyo los últimos puntos obtenidos y la ausencia en esta compra. Gracias PD. Si es necesario, por facilidad pueden contactar conmigo (*****(PHONE)) Un saludo *****(PER) jue., 1 sept. *****(PHONE) 9:32, escribió: Estimado cliente, Gracias por contactar con *****(PER). Esperamos que le vaya bien. Este correo electrónico se refiere a su preocupación por los puntos Huawei. Paso 1: Por favor, verifique si ha pulsado el botón ""Aceptar"" durante el proceso de pago (lo que significa que acepta recibir el cashback en Puntos HUAWEI) Estos fueron los pasos que tuviste que seguir para aceptar recibir la devolución de Puntos HUAWEI: 1. Después de seleccionar el artículo que desea comprar, seleccione un método de pago. - Los métodos de pago que recompensarán al usuario con cashback tendrán una frase en color naranja que menciona ""Recompensa en Puntos H."". 2. Cuando su pago se haya completado y haya sido exitoso, toque en ""Aceptar"" para aceptar su participación en la campaña. 3. Después de aceptar, pulse sobre ""Hecho"" para aceptar el cashback de la campaña. 4. Puede encontrar sus Puntos HUAWEI (después de seguir los pasos 1 a 3 anteriores) en los Ajustes del teléfono > Centro de cuentas > Puntos HUAWEI > Reclamación. Sus puntos deberían encontrarse en la pestaña Reclamado. Paso 2: Si ha pulsado el botón ""Aceptar"", envíenos los siguientes datos: 1. Su país de servicio. 2. La fecha en que realizó la(s) compra(s) 3. Envíenos las siguientes 3 capturas de pantalla de la página de puntos: una captura de pantalla de los puntos no reclamados una captura de pantalla de los puntos reclamados y una captura de pantalla de los puntos caducados. Nota: para encontrar estas páginas, vaya a: Ajustes del teléfono > Centro de cuentas > Puntos HUAWEI > Reclamación. 4. Indique el nombre de la campaña en la que participó. 5. Indique cuántos Puntos HUAWEI debía recibir. Si tiene alguna otra pregunta, no dude en responder a este hilo de correo electrónico y estaremos encantados de aclararle sus dudas. Atentamente, Ramón *****(PER) Soporte Servicio al Cliente *****(PER) SE es una sociedad constituida en virtud de la legislación de *****(LOC) con su sede en *****(LOC), *****(LOC). *****(PER) SE es el proveedor de servicios móviles de Huawei a los propietarios de dispositivos de Huawei y Honor en *****(LOC), *****(LOC), *****(LOC), *****(LOC) y otros países. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 20:58 To : xxxxx@xxxx.com Subject : Puntos Huawei Buenas tardes. He realizado una compra, igual que en días pasados, comprobando que sigue la promoción del 20% de puntos Huawei, pero no me ha dado la opción de obtenerlos, ni me aparecen para reclamarlos. Adjunto ticket de la compra Gracias y un saludo *****(PHONE)",AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,
22926,64238,44805.42569,support.es1@aspiegel.com,RE : Puntos Huawei,"Estimado cliente, Gracias por contactar con Aspiegel. Esperamos que le vaya bien. Este correo electrónico se refiere a su preocupación por los puntos Huawei. Le agradecemos mucho por haber enviado las 3 capturas de pantalla solicitadas. Para poder ayudarle con su problema, envíenos los siguientes datos: 1. Su país de servicio. 2. La fecha en que realizó la(s) compra(s) 3. Indique el nombre de la campaña en la que participó. 4. Indique cuántos Puntos HUAWEI debía recibir. Si tiene alguna otra pregunta, no dude en responder a este hilo de correo electrónico y estaremos encantados de aclararle sus dudas. Atentamente, *****(PER) al Cliente Aspiegel SE es una sociedad constituida en virtud de la legislación de *****(LOC) con su sede en *****(LOC), *****(LOC). Aspiegel SE es el proveedor de servicios móviles de Huawei a los propietarios de dispositivos de Huawei y Honor en *****(LOC), *****(LOC), *****(LOC), *****(LOC) y otros países. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 10:39 To : xxxxx@xxxx.com Subject : Re: RE : Puntos Huawei Buenos días. El problema era justo ese. En mis compras anteriores, siempre me aparecía el botón de ""obtener puntos"" y esta vez, solo lo que se puede ver en la imagen adjunta. No me dio opción de aceptar y obtener, pero para llegar a ese paso ya estaba realizada la compra. Pensaba que entrando en la aplicación podría obtener los puntos no reclamados, pero no me aparecen. Ver también siguiente imagen adjunta, en la que incluyo los últimos puntos obtenidos y la ausencia en esta compra. Gracias PD. Si es necesario, por facilidad pueden contactar conmigo (*****(PHONE)) Un saludo *****(PER) jue., 1 sept. *****(PHONE) 9:32, < xxxxx@xxxx.com> escribió: Estimado cliente, Gracias por contactar con Aspiegel. Esperamos que le vaya bien. Este correo electrónico se refiere a su preocupación por los puntos Huawei. Paso 1: Por favor, verifique si ha pulsado el botón ""Aceptar"" durante el proceso de pago (lo que significa que acepta recibir el cashback en Puntos HUAWEI) Estos fueron los pasos que tuviste que seguir para aceptar recibir la devolución de Puntos HUAWEI: 1. Después de seleccionar el artículo que desea comprar, seleccione un método de pago. - Los métodos de pago que recompensarán al usuario con cashback tendrán una frase en color naranja que menciona ""Recompensa en Puntos H."". 2. Cuando su pago se haya completado y haya sido exitoso, toque en ""Aceptar"" para aceptar su participación en la campaña. 3. Después de aceptar, pulse sobre ""Hecho"" para aceptar el cashback de la campaña. 4. Puede encontrar sus Puntos HUAWEI (después de seguir los pasos 1 a 3 anteriores) en los Ajustes del teléfono > Centro de cuentas > Puntos HUAWEI > Reclamación. Sus puntos deberían encontrarse en la pestaña Reclamado. Paso 2: Si ha pulsado el botón ""Aceptar"", envíenos los siguientes datos: 1. Su país de servicio. 2. La fecha en que realizó la(s) compra(s) 3. Envíenos las siguientes 3 capturas de pantalla de la página de puntos: una captura de pantalla de los puntos no reclamados una captura de pantalla de los puntos reclamados y una captura de pantalla de los puntos caducados. Nota: para encontrar estas páginas, vaya a: Ajustes del teléfono > Centro de cuentas > Puntos HUAWEI > Reclamación. 4. Indique el nombre de la campaña en la que participó. 5. Indique cuántos Puntos HUAWEI debía recibir. Si tiene alguna otra pregunta, no dude en responder a este hilo de correo electrónico y estaremos encantados de aclararle sus dudas. Atentamente, *****(PER) al Cliente Aspiegel SE es una sociedad constituida en virtud de la legislación de *****(LOC) con su sede en *****(LOC), *****(LOC). Aspiegel SE es el proveedor de servicios móviles de Huawei a los propietarios de dispositivos de Huawei y Honor en *****(LOC), *****(LOC), *****(LOC), *****(LOC) y otros países. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 20:58 To : xxxxx@xxxx.com Subject : Puntos Huawei Buenas tardes. He realizado una compra, igual que en días pasados, comprobando que sigue la promoción del 20% de puntos Huawei, pero no me ha dado la opción de obtenerlos, ni me aparecen para reclamarlos. Adjunto ticket de la compra Gracias y un saludo *****(PHONE)",AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,
22926,64320,44805.53333,support.es1@aspiegel.com,Re: RE : Puntos Huawei,"Buenas tardes Contesto a las preguntas solicitadas: 1- *****(LOC) 2-31/08/*****(PHONE) (adjunto imagen) 3- 20%en compras (adjunto imagen) 4- el 20% de 19.99. Si he calculado bien 3.998 Gracias y un saludo *****(PER) jue., 1 sept. *****(PHONE) 11:13, escribió: Estimado cliente, Gracias por contactar con Aspiegel. Esperamos que le vaya bien. Este correo electrónico se refiere a su preocupación por los puntos Huawei. Le agradecemos mucho por haber enviado las 3 capturas de pantalla solicitadas. Para poder ayudarle con su problema, envíenos los siguientes datos: 1. Su país de servicio. 2. La fecha en que realizó la(s) compra(s) 3. Indique el nombre de la campaña en la que participó. 4. Indique cuántos Puntos HUAWEI debía recibir. Si tiene alguna otra pregunta, no dude en responder a este hilo de correo electrónico y estaremos encantados de aclararle sus dudas. Atentamente, *****(PER) al Cliente Aspiegel SE es una sociedad constituida en virtud de la legislación de *****(LOC) con su sede en *****(LOC), *****(LOC). Aspiegel SE es el proveedor de servicios móviles de Huawei a los propietarios de dispositivos de Huawei y Honor en *****(LOC), *****(LOC), *****(LOC), *****(LOC) y otros países. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 10:39 To : xxxxx@xxxx.com Subject : Re: RE : Puntos Huawei Buenos días. El problema era justo ese. En mis compras anteriores, siempre me aparecía el botón de ""obtener puntos"" y esta vez, solo lo que se puede ver en la imagen adjunta. No me dio opción de aceptar y obtener, pero para llegar a ese paso ya estaba realizada la compra. Pensaba que entrando en la aplicación podría obtener los puntos no reclamados, pero no me aparecen. Ver también siguiente imagen adjunta, en la que incluyo los últimos puntos obtenidos y la ausencia en esta compra. Gracias PD. Si es necesario, por facilidad pueden contactar conmigo (*****(PHONE)) Un saludo *****(PER) jue., 1 sept. *****(PHONE) 9:32, < xxxxx@xxxx.com> escribió: Estimado cliente, Gracias por contactar con Aspiegel. Esperamos que le vaya bien. Este correo electrónico se refiere a su preocupación por los puntos Huawei. Paso 1: Por favor, verifique si ha pulsado el botón ""Aceptar"" durante el proceso de pago (lo que significa que acepta recibir el cashback en Puntos HUAWEI) Estos fueron los pasos que tuviste que seguir para aceptar recibir la devolución de Puntos HUAWEI: 1. Después de seleccionar el artículo que desea comprar, seleccione un método de pago. - Los métodos de pago que recompensarán al usuario con cashback tendrán una frase en color naranja que menciona ""Recompensa en Puntos H."". 2. Cuando su pago se haya completado y haya sido exitoso, toque en ""Aceptar"" para aceptar su participación en la campaña. 3. Después de aceptar, pulse sobre ""Hecho"" para aceptar el cashback de la campaña. 4. Puede encontrar sus Puntos HUAWEI (después de seguir los pasos 1 a 3 anteriores) en los Ajustes del teléfono > Centro de cuentas > Puntos HUAWEI > Reclamación. Sus puntos deberían encontrarse en la pestaña Reclamado. Paso 2: Si ha pulsado el botón ""Aceptar"", envíenos los siguientes datos: 1. Su país de servicio. 2. La fecha en que realizó la(s) compra(s) 3. Envíenos las siguientes 3 capturas de pantalla de la página de puntos: una captura de pantalla de los puntos no reclamados una captura de pantalla de los puntos reclamados y una captura de pantalla de los puntos caducados. Nota: para encontrar estas páginas, vaya a: Ajustes del teléfono > Centro de cuentas > Puntos HUAWEI > Reclamación. 4. Indique el nombre de la campaña en la que participó. 5. Indique cuántos Puntos HUAWEI debía recibir. Si tiene alguna otra pregunta, no dude en responder a este hilo de correo electrónico y estaremos encantados de aclararle sus dudas. Atentamente, *****(PER) al Cliente Aspiegel SE es una sociedad constituida en virtud de la legislación de *****(LOC) con su sede en *****(LOC), *****(LOC). Aspiegel SE es el proveedor de servicios móviles de Huawei a los propietarios de dispositivos de Huawei y Honor en *****(LOC), *****(LOC), *****(LOC), *****(LOC) y otros países. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 20:58 To : xxxxx@xxxx.com Subject : Puntos Huawei Buenas tardes. He realizado una compra, igual que en días pasados, comprobando que sigue la promoción del 20% de puntos Huawei, pero no me ha dado la opción de obtenerlos, ni me aparecen para reclamarlos. Adjunto ticket de la compra Gracias y un saludo *****(PHONE) *****(PHONE)",AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,
22926,64322,44805.53611,support.es1@aspiegel.com,RE : Puntos Huawei,"Estimado cliente, Muchas gracias por la información facilitada. Le informamos que su solicitud está siendo procesada por nuestro departamento especializado. Tan pronto como tengamos una actualización se lo haremos saber. Para más preguntas, no dude en responder a este hilo de correo electrónico y estaremos encantados de aclararle sus dudas. Atentamente, *****(PER) al Cliente Aspiegel SE es una sociedad constituida en virtud de la legislación de *****(LOC) con su sede en *****(LOC), *****(LOC). Aspiegel SE es el proveedor de servicios móviles de Huawei a los propietarios de dispositivos de Huawei y Honor en *****(LOC), *****(LOC), *****(LOC), *****(LOC) y otros países. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 13:48 To : xxxxx@xxxx.com Subject : Re: RE : Puntos Huawei Buenas tardes Contesto a las preguntas solicitadas: 1- *****(LOC) 2-31/08/*****(PHONE) (adjunto imagen) 3- 20%en compras (adjunto imagen) 4- el 20% de 19.99. Si he calculado bien 3.998 Gracias y un saludo *****(PER) jue., 1 sept. *****(PHONE) 11:13, < xxxxx@xxxx.com> escribió: Estimado cliente, Gracias por contactar con Aspiegel. Esperamos que le vaya bien. Este correo electrónico se refiere a su preocupación por los puntos Huawei. Le agradecemos mucho por haber enviado las 3 capturas de pantalla solicitadas. Para poder ayudarle con su problema, envíenos los siguientes datos: 1. Su país de servicio. 2. La fecha en que realizó la(s) compra(s) 3. Indique el nombre de la campaña en la que participó. 4. Indique cuántos Puntos HUAWEI debía recibir. Si tiene alguna otra pregunta, no dude en responder a este hilo de correo electrónico y estaremos encantados de aclararle sus dudas. Atentamente, *****(PER) al Cliente Aspiegel SE es una sociedad constituida en virtud de la legislación de *****(LOC) con su sede en *****(LOC), *****(LOC). Aspiegel SE es el proveedor de servicios móviles de Huawei a los propietarios de dispositivos de Huawei y Honor en *****(LOC), *****(LOC), *****(LOC), *****(LOC) y otros países. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 10:39 To : xxxxx@xxxx.com Subject : Re: RE : Puntos Huawei Buenos días. El problema era justo ese. En mis compras anteriores, siempre me aparecía el botón de ""obtener puntos"" y esta vez, solo lo que se puede ver en la imagen adjunta. No me dio opción de aceptar y obtener, pero para llegar a ese paso ya estaba realizada la compra. Pensaba que entrando en la aplicación podría obtener los puntos no reclamados, pero no me aparecen. Ver también siguiente imagen adjunta, en la que incluyo los últimos puntos obtenidos y la ausencia en esta compra. Gracias PD. Si es necesario, por facilidad pueden contactar conmigo (*****(PHONE)) Un saludo *****(PER) jue., 1 sept. *****(PHONE) 9:32, < xxxxx@xxxx.com> escribió: Estimado cliente, Gracias por contactar con Aspiegel. Esperamos que le vaya bien. Este correo electrónico se refiere a su preocupación por los puntos Huawei. Paso 1: Por favor, verifique si ha pulsado el botón ""Aceptar"" durante el proceso de pago (lo que significa que acepta recibir el cashback en Puntos HUAWEI) Estos fueron los pasos que tuviste que seguir para aceptar recibir la devolución de Puntos HUAWEI: 1. Después de seleccionar el artículo que desea comprar, seleccione un método de pago. - Los métodos de pago que recompensarán al usuario con cashback tendrán una frase en color naranja que menciona ""Recompensa en Puntos H."". 2. Cuando su pago se haya completado y haya sido exitoso, toque en ""Aceptar"" para aceptar su participación en la campaña. 3. Después de aceptar, pulse sobre ""Hecho"" para aceptar el cashback de la campaña. 4. Puede encontrar sus Puntos HUAWEI (después de seguir los pasos 1 a 3 anteriores) en los Ajustes del teléfono > Centro de cuentas > Puntos HUAWEI > Reclamación. Sus puntos deberían encontrarse en la pestaña Reclamado. Paso 2: Si ha pulsado el botón ""Aceptar"", envíenos los siguientes datos: 1. Su país de servicio. 2. La fecha en que realizó la(s) compra(s) 3. Envíenos las siguientes 3 capturas de pantalla de la página de puntos: una captura de pantalla de los puntos no reclamados una captura de pantalla de los puntos reclamados y una captura de pantalla de los puntos caducados. Nota: para encontrar estas páginas, vaya a: Ajustes del teléfono > Centro de cuentas > Puntos HUAWEI > Reclamación. 4. Indique el nombre de la campaña en la que participó. 5. Indique cuántos Puntos HUAWEI debía recibir. Si tiene alguna otra pregunta, no dude en responder a este hilo de correo electrónico y estaremos encantados de aclararle sus dudas. Atentamente, *****(PER) al Cliente Aspiegel SE es una sociedad constituida en virtud de la legislación de *****(LOC) con su sede en *****(LOC), *****(LOC). Aspiegel SE es el proveedor de servicios móviles de Huawei a los propietarios de dispositivos de Huawei y Honor en *****(LOC), *****(LOC), *****(LOC), *****(LOC) y otros países. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 20:58 To : xxxxx@xxxx.com Subject : Puntos Huawei Buenas tardes. He realizado una compra, igual que en días pasados, comprobando que sigue la promoción del 20% de puntos Huawei, pero no me ha dado la opción de obtenerlos, ni me aparecen para reclamarlos. Adjunto ticket de la compra Gracias y un saludo *****(PHONE) *****(PHONE)",AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,
22924,64153,44805.31736,support.eu@aspiegel.com,Re: RE : Refund request,"Screenshot_*****(PHONE)_*****(PHONE)_com.huawei.hwid.jpg SVID_*****(PHONE)_*****(PHONE)_1.mp4 On Wed, 31 Aug *****(PHONE) at 20:39, wrote: Dear Customer, Thank you for contacting *****(PERSON). We hope you’re doing well. I will do my very best to assist you. This email is regarding your refund request. In order to give you the best solution, please provide us with the following information: - A screenshot or record video of the charge - Your Huawei Id: App Gallery>HMS core>Open then take a screenshot If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandru *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 20:26 To : xxxxx@xxxx.com Subject : Refund request The game is allowing illegal third party transactions and it's not fair for players purchasing through legal and legit platforms to recharge. So I demand at least a partial refund from the app Kingdom Guard. *****(PHONE)",AppGallery &amp; Games / Refund request: accidental purchase  ( item),AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund,,
22924,64303,44805.51042,support.eu@aspiegel.com,RE : Refund request,"Dear Customer, Thank you for your reply. Unfortunately our internal tools do not allow access to folders from google drive. Could you please send them in another format? Also could you please provide us with you Huawei ID. Thank you for your understanding and cooperation. Sincerely, Alexandru *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 08:37 To : xxxxx@xxxx.com Subject : Re: RE : Refund request Screenshot_*****(PHONE)_*****(PHONE)_com.huawei.hwid.jpg SVID_*****(PHONE)_*****(PHONE)_1.mp4 On Wed, 31 Aug *****(PHONE) at 20:39, < xxxxx@xxxx.com> wrote: Dear Customer, Thank you for contacting *****(PERSON). We hope you’re doing well. I will do my very best to assist you. This email is regarding your refund request. In order to give you the best solution, please provide us with the following information: - A screenshot or record video of the charge - Your Huawei Id: App Gallery>HMS core>Open then take a screenshot If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandru *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 20:26 To : xxxxx@xxxx.com Subject : Refund request The game is allowing illegal third party transactions and it's not fair for players purchasing through legal and legit platforms to recharge. So I demand at least a partial refund from the app Kingdom Guard. *****(PHONE)",AppGallery &amp; Games / Refund request: accidental purchase  ( item),AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund,,
22924,64323,44805.53611,support.eu@aspiegel.com,Re: RE : Refund request,"Huawei ID: +*****(PHONE) Video of charge: https://youtube.com/shorts/NPpD0MzFgPg?feature=share On Thu, 1 Sept *****(PHONE) at 13:15, wrote: Dear Customer, Thank you for your reply. Unfortunately our internal tools do not allow access to folders from google drive. Could you please send them in another format? Also could you please provide us with you Huawei ID. Thank you for your understanding and cooperation. Sincerely, Alexandru *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 08:37 To : xxxxx@xxxx.com Subject : Re: RE : Refund request Screenshot_*****(PHONE)_*****(PHONE)_com.huawei.hwid.jpg SVID_*****(PHONE)_*****(PHONE)_1.mp4 On Wed, 31 Aug *****(PHONE) at 20:39, < xxxxx@xxxx.com> wrote: Dear Customer, Thank you for contacting *****(PERSON). We hope you’re doing well. I will do my very best to assist you. This email is regarding your refund request. In order to give you the best solution, please provide us with the following information: - A screenshot or record video of the charge - Your Huawei Id: App Gallery>HMS core>Open then take a screenshot If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandru *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 20:26 To : xxxxx@xxxx.com Subject : Refund request The game is allowing illegal third party transactions and it's not fair for players purchasing through legal and legit platforms to recharge. So I demand at least a partial refund from the app Kingdom Guard. *****(PHONE) *****(PHONE)",AppGallery &amp; Games / Refund request: accidental purchase  ( item),AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund,,
22924,64356,44805.59722,support.eu@aspiegel.com,RE : Refund request,"Dear Customer, Thank you for your reply. We have checked with our internal team the Huawei ID and all the transactions took place more than 14 days ago, and according to our internal policy we are unable to assist you with the refund. We advise you to report it to the developers and get a feedback from their side also because we understand precisely what you mean with illegal payment. Thank you for your understanding. If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandru *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 13:52 To : xxxxx@xxxx.com Subject : Re: RE : Refund request Huawei ID: +*****(PHONE) Video of charge: https://youtube.com/shorts/NPpD0MzFgPg?feature=share On Thu, 1 Sept *****(PHONE) at 13:15, < xxxxx@xxxx.com> wrote: Dear Customer, Thank you for your reply. Unfortunately our internal tools do not allow access to folders from google drive. Could you please send them in another format? Also could you please provide us with you Huawei ID. Thank you for your understanding and cooperation. Sincerely, Alexandru *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 08:37 To : xxxxx@xxxx.com Subject : Re: RE : Refund request Screenshot_*****(PHONE)_*****(PHONE)_com.huawei.hwid.jpg SVID_*****(PHONE)_*****(PHONE)_1.mp4 On Wed, 31 Aug *****(PHONE) at 20:39, < xxxxx@xxxx.com> wrote: Dear Customer, Thank you for contacting *****(PERSON). We hope you’re doing well. I will do my very best to assist you. This email is regarding your refund request. In order to give you the best solution, please provide us with the following information: - A screenshot or record video of the charge - Your Huawei Id: App Gallery>HMS core>Open then take a screenshot If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandru *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 20:26 To : xxxxx@xxxx.com Subject : Refund request The game is allowing illegal third party transactions and it's not fair for players purchasing through legal and legit platforms to recharge. So I demand at least a partial refund from the app Kingdom Guard. *****(PHONE) *****(PHONE)",AppGallery &amp; Games / Refund request: accidental purchase  ( item),AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund,,
22909,64407,44805.62361,support.pt@aspiegel.com,RE : [AppGallery]Problémák és javaslatok,"Dear Customer, Thank you for contacting *****(PERSON). We hope you’re doing well. In order to give you the best solution, could you please clarify your request with following information: 1. A description of the issue 2. A screenshot or record video of error 3. When issue happened 4. Your Huawei Id: App Gallery>HMS core>Open then take a screenshot 5. Your phone model 6. SN number of your device 7. App Gallery Version: Huawei App Gallery>Me> About 8. HMS Core Version: Huawei App Gallery>HMS core>Open> Settings> About 9. Related app 10. Related app version 11. The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, *****(PERSON) Customer Support team A *****(PERSON) SE é uma empresa constituída segundo as leis da Irlanda, com sede em Dublin, Irlanda. *****(PERSON) SE é o provedor de Huawei Mobile Services para Huawei e Honor proprietários de dispositivos na Europa, Canadá, Austrália, Nova Zelândia e outros países. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 17:44 To : xxxxx@xxxx.com Subject : [AppGallery]Problémák és javaslatok Leírás Nem tudom telepíteni a messengert Névjegy információk *****(PHONE) A Huawei telefonomról küldve",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Others,,,,
